cfi,contract_type,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker
OPASPS,put,american,2025-07-22,BATO,100,619.0,O:SPY250722P00619000,SPY
OPASPS,put,american,2025-07-22,BATO,100,620.0,O:SPY250722P00620000,SPY
OPASPS,put,american,2025-07-22,BATO,100,621.0,O:SPY250722P00621000,SPY
OPASPS,put,american,2025-07-22,BATO,100,622.0,O:SPY250722P00622000,SPY
OPASPS,put,american,2025-07-22,BATO,100,623.0,O:SPY250722P00623000,SPY
OPASPS,put,american,2025-07-22,BATO,100,624.0,O:SPY250722P00624000,SPY
OPASPS,put,american,2025-07-22,BATO,100,625.0,O:SPY250722P00625000,SPY
OPASPS,put,american,2025-07-22,BATO,100,626.0,O:SPY250722P00626000,SPY
OPASPS,put,american,2025-07-22,BATO,100,627.0,O:SPY250722P00627000,SPY
OPASPS,put,american,2025-07-22,BATO,100,628.0,O:SPY250722P00628000,SPY
OPASPS,put,american,2025-07-22,BATO,100,629.0,O:SPY250722P00629000,SPY
OPASPS,put,american,2025-07-22,BATO,100,630.0,O:SPY250722P00630000,SPY
OPASPS,put,american,2025-07-22,BATO,100,631.0,O:SPY250722P00631000,SPY
OPASPS,put,american,2025-07-22,BATO,100,632.0,O:SPY250722P00632000,SPY
OPASPS,put,american,2025-07-22,BATO,100,633.0,O:SPY250722P00633000,SPY
OPASPS,put,american,2025-07-22,BATO,100,634.0,O:SPY250722P00634000,SPY
OPASPS,put,american,2025-07-22,BATO,100,635.0,O:SPY250722P00635000,SPY
OPASPS,put,american,2025-07-22,BATO,100,636.0,O:SPY250722P00636000,SPY
OPASPS,put,american,2025-07-22,BATO,100,637.0,O:SPY250722P00637000,SPY
OPASPS,put,american,2025-07-22,BATO,100,638.0,O:SPY250722P00638000,SPY
OPASPS,put,american,2025-07-22,BATO,100,639.0,O:SPY250722P00639000,SPY
OPASPS,put,american,2025-07-22,BATO,100,640.0,O:SPY250722P00640000,SPY
OPASPS,put,american,2025-07-22,BATO,100,641.0,O:SPY250722P00641000,SPY
OPASPS,put,american,2025-07-22,BATO,100,642.0,O:SPY250722P00642000,SPY
OPASPS,put,american,2025-07-22,BATO,100,643.0,O:SPY250722P00643000,SPY
OPASPS,put,american,2025-07-22,BATO,100,644.0,O:SPY250722P00644000,SPY
OPASPS,put,american,2025-07-22,BATO,100,645.0,O:SPY250722P00645000,SPY
OPASPS,put,american,2025-07-22,BATO,100,646.0,O:SPY250722P00646000,SPY
OPASPS,put,american,2025-07-22,BATO,100,647.0,O:SPY250722P00647000,SPY
OPASPS,put,american,2025-07-22,BATO,100,648.0,O:SPY250722P00648000,SPY
OPASPS,put,american,2025-07-22,BATO,100,649.0,O:SPY250722P00649000,SPY
OPASPS,put,american,2025-07-22,BATO,100,650.0,O:SPY250722P00650000,SPY
OPASPS,put,american,2025-07-22,BATO,100,655.0,O:SPY250722P00655000,SPY
OPASPS,put,american,2025-07-22,BATO,100,660.0,O:SPY250722P00660000,SPY
OPASPS,put,american,2025-07-22,BATO,100,665.0,O:SPY250722P00665000,SPY
OPASPS,put,american,2025-07-22,BATO,100,670.0,O:SPY250722P00670000,SPY
OPASPS,put,american,2025-07-22,BATO,100,675.0,O:SPY250722P00675000,SPY
OPASPS,put,american,2025-07-22,BATO,100,680.0,O:SPY250722P00680000,SPY
OPASPS,put,american,2025-07-22,BATO,100,685.0,O:SPY250722P00685000,SPY
OPASPS,put,american,2025-07-22,BATO,100,690.0,O:SPY250722P00690000,SPY
OPASPS,put,american,2025-07-22,BATO,100,695.0,O:SPY250722P00695000,SPY
OPASPS,put,american,2025-07-22,BATO,100,700.0,O:SPY250722P00700000,SPY
OPASPS,put,american,2025-07-22,BATO,100,705.0,O:SPY250722P00705000,SPY
OPASPS,put,american,2025-07-22,BATO,100,710.0,O:SPY250722P00710000,SPY
OPASPS,put,american,2025-07-22,BATO,100,715.0,O:SPY250722P00715000,SPY
OCASPS,call,american,2025-07-23,BATO,100,450.0,O:SPY250723C00450000,SPY
OCASPS,call,american,2025-07-23,BATO,100,455.0,O:SPY250723C00455000,SPY
OCASPS,call,american,2025-07-23,BATO,100,460.0,O:SPY250723C00460000,SPY
OCASPS,call,american,2025-07-23,BATO,100,465.0,O:SPY250723C00465000,SPY
OCASPS,call,american,2025-07-23,BATO,100,470.0,O:SPY250723C00470000,SPY
OCASPS,call,american,2025-07-23,BATO,100,475.0,O:SPY250723C00475000,SPY
OCASPS,call,american,2025-07-23,BATO,100,480.0,O:SPY250723C00480000,SPY
OCASPS,call,american,2025-07-23,BATO,100,485.0,O:SPY250723C00485000,SPY
OCASPS,call,american,2025-07-23,BATO,100,490.0,O:SPY250723C00490000,SPY
OCASPS,call,american,2025-07-23,BATO,100,495.0,O:SPY250723C00495000,SPY
OCASPS,call,american,2025-07-23,BATO,100,500.0,O:SPY250723C00500000,SPY
OCASPS,call,american,2025-07-23,BATO,100,505.0,O:SPY250723C00505000,SPY
OCASPS,call,american,2025-07-23,BATO,100,510.0,O:SPY250723C00510000,SPY
OCASPS,call,american,2025-07-23,BATO,100,515.0,O:SPY250723C00515000,SPY
OCASPS,call,american,2025-07-23,BATO,100,520.0,O:SPY250723C00520000,SPY
OCASPS,call,american,2025-07-23,BATO,100,525.0,O:SPY250723C00525000,SPY
OCASPS,call,american,2025-07-23,BATO,100,530.0,O:SPY250723C00530000,SPY
OCASPS,call,american,2025-07-23,BATO,100,535.0,O:SPY250723C00535000,SPY
OCASPS,call,american,2025-07-23,BATO,100,540.0,O:SPY250723C00540000,SPY
OCASPS,call,american,2025-07-23,BATO,100,545.0,O:SPY250723C00545000,SPY
OCASPS,call,american,2025-07-23,BATO,100,550.0,O:SPY250723C00550000,SPY
OCASPS,call,american,2025-07-23,BATO,100,555.0,O:SPY250723C00555000,SPY
OCASPS,call,american,2025-07-23,BATO,100,560.0,O:SPY250723C00560000,SPY
OCASPS,call,american,2025-07-23,BATO,100,565.0,O:SPY250723C00565000,SPY
OCASPS,call,american,2025-07-23,BATO,100,570.0,O:SPY250723C00570000,SPY
OCASPS,call,american,2025-07-23,BATO,100,575.0,O:SPY250723C00575000,SPY
OCASPS,call,american,2025-07-23,BATO,100,580.0,O:SPY250723C00580000,SPY
OCASPS,call,american,2025-07-23,BATO,100,585.0,O:SPY250723C00585000,SPY
OCASPS,call,american,2025-07-23,BATO,100,590.0,O:SPY250723C00590000,SPY
OCASPS,call,american,2025-07-23,BATO,100,591.0,O:SPY250723C00591000,SPY
OCASPS,call,american,2025-07-23,BATO,100,592.0,O:SPY250723C00592000,SPY
OCASPS,call,american,2025-07-23,BATO,100,593.0,O:SPY250723C00593000,SPY
OCASPS,call,american,2025-07-23,BATO,100,594.0,O:SPY250723C00594000,SPY
OCASPS,call,american,2025-07-23,BATO,100,595.0,O:SPY250723C00595000,SPY
OCASPS,call,american,2025-07-23,BATO,100,596.0,O:SPY250723C00596000,SPY
OCASPS,call,american,2025-07-23,BATO,100,597.0,O:SPY250723C00597000,SPY
OCASPS,call,american,2025-07-23,BATO,100,598.0,O:SPY250723C00598000,SPY
OCASPS,call,american,2025-07-23,BATO,100,599.0,O:SPY250723C00599000,SPY
OCASPS,call,american,2025-07-23,BATO,100,600.0,O:SPY250723C00600000,SPY
OCASPS,call,american,2025-07-23,BATO,100,601.0,O:SPY250723C00601000,SPY
OCASPS,call,american,2025-07-23,BATO,100,602.0,O:SPY250723C00602000,SPY
OCASPS,call,american,2025-07-23,BATO,100,603.0,O:SPY250723C00603000,SPY
OCASPS,call,american,2025-07-23,BATO,100,604.0,O:SPY250723C00604000,SPY
OCASPS,call,american,2025-07-23,BATO,100,605.0,O:SPY250723C00605000,SPY
OCASPS,call,american,2025-07-23,BATO,100,606.0,O:SPY250723C00606000,SPY
OCASPS,call,american,2025-07-23,BATO,100,607.0,O:SPY250723C00607000,SPY
OCASPS,call,american,2025-07-23,BATO,100,608.0,O:SPY250723C00608000,SPY
OCASPS,call,american,2025-07-23,BATO,100,609.0,O:SPY250723C00609000,SPY
OCASPS,call,american,2025-07-23,BATO,100,610.0,O:SPY250723C00610000,SPY
OCASPS,call,american,2025-07-23,BATO,100,611.0,O:SPY250723C00611000,SPY
OCASPS,call,american,2025-07-23,BATO,100,612.0,O:SPY250723C00612000,SPY
OCASPS,call,american,2025-07-23,BATO,100,613.0,O:SPY250723C00613000,SPY
OCASPS,call,american,2025-07-23,BATO,100,614.0,O:SPY250723C00614000,SPY
OCASPS,call,american,2025-07-23,BATO,100,615.0,O:SPY250723C00615000,SPY
OCASPS,call,american,2025-07-23,BATO,100,616.0,O:SPY250723C00616000,SPY
OCASPS,call,american,2025-07-23,BATO,100,617.0,O:SPY250723C00617000,SPY
OCASPS,call,american,2025-07-23,BATO,100,618.0,O:SPY250723C00618000,SPY
OCASPS,call,american,2025-07-23,BATO,100,619.0,O:SPY250723C00619000,SPY
OCASPS,call,american,2025-07-23,BATO,100,620.0,O:SPY250723C00620000,SPY
OCASPS,call,american,2025-07-23,BATO,100,621.0,O:SPY250723C00621000,SPY
OCASPS,call,american,2025-07-23,BATO,100,622.0,O:SPY250723C00622000,SPY
OCASPS,call,american,2025-07-23,BATO,100,623.0,O:SPY250723C00623000,SPY
OCASPS,call,american,2025-07-23,BATO,100,624.0,O:SPY250723C00624000,SPY
OCASPS,call,american,2025-07-23,BATO,100,625.0,O:SPY250723C00625000,SPY
OCASPS,call,american,2025-07-23,BATO,100,626.0,O:SPY250723C00626000,SPY
OCASPS,call,american,2025-07-23,BATO,100,627.0,O:SPY250723C00627000,SPY
OCASPS,call,american,2025-07-23,BATO,100,628.0,O:SPY250723C00628000,SPY
OCASPS,call,american,2025-07-23,BATO,100,629.0,O:SPY250723C00629000,SPY
OCASPS,call,american,2025-07-23,BATO,100,630.0,O:SPY250723C00630000,SPY
OCASPS,call,american,2025-07-23,BATO,100,631.0,O:SPY250723C00631000,SPY
OCASPS,call,american,2025-07-23,BATO,100,632.0,O:SPY250723C00632000,SPY
OCASPS,call,american,2025-07-23,BATO,100,633.0,O:SPY250723C00633000,SPY
OCASPS,call,american,2025-07-23,BATO,100,634.0,O:SPY250723C00634000,SPY
OCASPS,call,american,2025-07-23,BATO,100,635.0,O:SPY250723C00635000,SPY
OCASPS,call,american,2025-07-23,BATO,100,636.0,O:SPY250723C00636000,SPY
OCASPS,call,american,2025-07-23,BATO,100,637.0,O:SPY250723C00637000,SPY
OCASPS,call,american,2025-07-23,BATO,100,638.0,O:SPY250723C00638000,SPY
OCASPS,call,american,2025-07-23,BATO,100,639.0,O:SPY250723C00639000,SPY
OCASPS,call,american,2025-07-23,BATO,100,640.0,O:SPY250723C00640000,SPY
OCASPS,call,american,2025-07-23,BATO,100,641.0,O:SPY250723C00641000,SPY
OCASPS,call,american,2025-07-23,BATO,100,642.0,O:SPY250723C00642000,SPY
OCASPS,call,american,2025-07-23,BATO,100,643.0,O:SPY250723C00643000,SPY
OCASPS,call,american,2025-07-23,BATO,100,644.0,O:SPY250723C00644000,SPY
OCASPS,call,american,2025-07-23,BATO,100,645.0,O:SPY250723C00645000,SPY
OCASPS,call,american,2025-07-23,BATO,100,646.0,O:SPY250723C00646000,SPY
OCASPS,call,american,2025-07-23,BATO,100,647.0,O:SPY250723C00647000,SPY
OCASPS,call,american,2025-07-23,BATO,100,648.0,O:SPY250723C00648000,SPY
OCASPS,call,american,2025-07-23,BATO,100,649.0,O:SPY250723C00649000,SPY
OCASPS,call,american,2025-07-23,BATO,100,650.0,O:SPY250723C00650000,SPY
OCASPS,call,american,2025-07-23,BATO,100,655.0,O:SPY250723C00655000,SPY
OCASPS,call,american,2025-07-23,BATO,100,660.0,O:SPY250723C00660000,SPY
OCASPS,call,american,2025-07-23,BATO,100,665.0,O:SPY250723C00665000,SPY
OCASPS,call,american,2025-07-23,BATO,100,670.0,O:SPY250723C00670000,SPY
OCASPS,call,american,2025-07-23,BATO,100,675.0,O:SPY250723C00675000,SPY
OCASPS,call,american,2025-07-23,BATO,100,680.0,O:SPY250723C00680000,SPY
OCASPS,call,american,2025-07-23,BATO,100,685.0,O:SPY250723C00685000,SPY
OCASPS,call,american,2025-07-23,BATO,100,690.0,O:SPY250723C00690000,SPY
OCASPS,call,american,2025-07-23,BATO,100,695.0,O:SPY250723C00695000,SPY
OCASPS,call,american,2025-07-23,BATO,100,700.0,O:SPY250723C00700000,SPY
OCASPS,call,american,2025-07-23,BATO,100,705.0,O:SPY250723C00705000,SPY
OCASPS,call,american,2025-07-23,BATO,100,710.0,O:SPY250723C00710000,SPY
OCASPS,call,american,2025-07-23,BATO,100,715.0,O:SPY250723C00715000,SPY
OPASPS,put,american,2025-07-23,BATO,100,450.0,O:SPY250723P00450000,SPY
OPASPS,put,american,2025-07-23,BATO,100,455.0,O:SPY250723P00455000,SPY
OPASPS,put,american,2025-07-23,BATO,100,460.0,O:SPY250723P00460000,SPY
OPASPS,put,american,2025-07-23,BATO,100,465.0,O:SPY250723P00465000,SPY
OPASPS,put,american,2025-07-23,BATO,100,470.0,O:SPY250723P00470000,SPY
OPASPS,put,american,2025-07-23,BATO,100,475.0,O:SPY250723P00475000,SPY
OPASPS,put,american,2025-07-23,BATO,100,480.0,O:SPY250723P00480000,SPY
OPASPS,put,american,2025-07-23,BATO,100,485.0,O:SPY250723P00485000,SPY
OPASPS,put,american,2025-07-23,BATO,100,490.0,O:SPY250723P00490000,SPY
OPASPS,put,american,2025-07-23,BATO,100,495.0,O:SPY250723P00495000,SPY
OPASPS,put,american,2025-07-23,BATO,100,500.0,O:SPY250723P00500000,SPY
OPASPS,put,american,2025-07-23,BATO,100,505.0,O:SPY250723P00505000,SPY
OPASPS,put,american,2025-07-23,BATO,100,510.0,O:SPY250723P00510000,SPY
OPASPS,put,american,2025-07-23,BATO,100,515.0,O:SPY250723P00515000,SPY
OPASPS,put,american,2025-07-23,BATO,100,520.0,O:SPY250723P00520000,SPY
OPASPS,put,american,2025-07-23,BATO,100,525.0,O:SPY250723P00525000,SPY
OPASPS,put,american,2025-07-23,BATO,100,530.0,O:SPY250723P00530000,SPY
OPASPS,put,american,2025-07-23,BATO,100,535.0,O:SPY250723P00535000,SPY
OPASPS,put,american,2025-07-23,BATO,100,540.0,O:SPY250723P00540000,SPY
OPASPS,put,american,2025-07-23,BATO,100,545.0,O:SPY250723P00545000,SPY
OPASPS,put,american,2025-07-23,BATO,100,550.0,O:SPY250723P00550000,SPY
OPASPS,put,american,2025-07-23,BATO,100,555.0,O:SPY250723P00555000,SPY
OPASPS,put,american,2025-07-23,BATO,100,560.0,O:SPY250723P00560000,SPY
OPASPS,put,american,2025-07-23,BATO,100,565.0,O:SPY250723P00565000,SPY
OPASPS,put,american,2025-07-23,BATO,100,570.0,O:SPY250723P00570000,SPY
OPASPS,put,american,2025-07-23,BATO,100,575.0,O:SPY250723P00575000,SPY
OPASPS,put,american,2025-07-23,BATO,100,580.0,O:SPY250723P00580000,SPY
OPASPS,put,american,2025-07-23,BATO,100,585.0,O:SPY250723P00585000,SPY
OPASPS,put,american,2025-07-23,BATO,100,590.0,O:SPY250723P00590000,SPY
OPASPS,put,american,2025-07-23,BATO,100,591.0,O:SPY250723P00591000,SPY
OPASPS,put,american,2025-07-23,BATO,100,592.0,O:SPY250723P00592000,SPY
OPASPS,put,american,2025-07-23,BATO,100,593.0,O:SPY250723P00593000,SPY
OPASPS,put,american,2025-07-23,BATO,100,594.0,O:SPY250723P00594000,SPY
OPASPS,put,american,2025-07-23,BATO,100,595.0,O:SPY250723P00595000,SPY
OPASPS,put,american,2025-07-23,BATO,100,596.0,O:SPY250723P00596000,SPY
OPASPS,put,american,2025-07-23,BATO,100,597.0,O:SPY250723P00597000,SPY
OPASPS,put,american,2025-07-23,BATO,100,598.0,O:SPY250723P00598000,SPY
OPASPS,put,american,2025-07-23,BATO,100,599.0,O:SPY250723P00599000,SPY
OPASPS,put,american,2025-07-23,BATO,100,600.0,O:SPY250723P00600000,SPY
OPASPS,put,american,2025-07-23,BATO,100,601.0,O:SPY250723P00601000,SPY
OPASPS,put,american,2025-07-23,BATO,100,602.0,O:SPY250723P00602000,SPY
OPASPS,put,american,2025-07-23,BATO,100,603.0,O:SPY250723P00603000,SPY
OPASPS,put,american,2025-07-23,BATO,100,604.0,O:SPY250723P00604000,SPY
OPASPS,put,american,2025-07-23,BATO,100,605.0,O:SPY250723P00605000,SPY
OPASPS,put,american,2025-07-23,BATO,100,606.0,O:SPY250723P00606000,SPY
OPASPS,put,american,2025-07-23,BATO,100,607.0,O:SPY250723P00607000,SPY
OPASPS,put,american,2025-07-23,BATO,100,608.0,O:SPY250723P00608000,SPY
OPASPS,put,american,2025-07-23,BATO,100,609.0,O:SPY250723P00609000,SPY
OPASPS,put,american,2025-07-23,BATO,100,610.0,O:SPY250723P00610000,SPY
OPASPS,put,american,2025-07-23,BATO,100,611.0,O:SPY250723P00611000,SPY
OPASPS,put,american,2025-07-23,BATO,100,612.0,O:SPY250723P00612000,SPY
OPASPS,put,american,2025-07-23,BATO,100,613.0,O:SPY250723P00613000,SPY
OPASPS,put,american,2025-07-23,BATO,100,614.0,O:SPY250723P00614000,SPY
OPASPS,put,american,2025-07-23,BATO,100,615.0,O:SPY250723P00615000,SPY
OPASPS,put,american,2025-07-23,BATO,100,616.0,O:SPY250723P00616000,SPY
OPASPS,put,american,2025-07-23,BATO,100,617.0,O:SPY250723P00617000,SPY
OPASPS,put,american,2025-07-23,BATO,100,618.0,O:SPY250723P00618000,SPY
OPASPS,put,american,2025-07-23,BATO,100,619.0,O:SPY250723P00619000,SPY
OPASPS,put,american,2025-07-23,BATO,100,620.0,O:SPY250723P00620000,SPY
OPASPS,put,american,2025-07-23,BATO,100,621.0,O:SPY250723P00621000,SPY
OPASPS,put,american,2025-07-23,BATO,100,622.0,O:SPY250723P00622000,SPY
OPASPS,put,american,2025-07-23,BATO,100,623.0,O:SPY250723P00623000,SPY
OPASPS,put,american,2025-07-23,BATO,100,624.0,O:SPY250723P00624000,SPY
OPASPS,put,american,2025-07-23,BATO,100,625.0,O:SPY250723P00625000,SPY
OPASPS,put,american,2025-07-23,BATO,100,626.0,O:SPY250723P00626000,SPY
OPASPS,put,american,2025-07-23,BATO,100,627.0,O:SPY250723P00627000,SPY
OPASPS,put,american,2025-07-23,BATO,100,628.0,O:SPY250723P00628000,SPY
OPASPS,put,american,2025-07-23,BATO,100,629.0,O:SPY250723P00629000,SPY
OPASPS,put,american,2025-07-23,BATO,100,630.0,O:SPY250723P00630000,SPY
OPASPS,put,american,2025-07-23,BATO,100,631.0,O:SPY250723P00631000,SPY
OPASPS,put,american,2025-07-23,BATO,100,632.0,O:SPY250723P00632000,SPY
OPASPS,put,american,2025-07-23,BATO,100,633.0,O:SPY250723P00633000,SPY
OPASPS,put,american,2025-07-23,BATO,100,634.0,O:SPY250723P00634000,SPY
OPASPS,put,american,2025-07-23,BATO,100,635.0,O:SPY250723P00635000,SPY
OPASPS,put,american,2025-07-23,BATO,100,636.0,O:SPY250723P00636000,SPY
OPASPS,put,american,2025-07-23,BATO,100,637.0,O:SPY250723P00637000,SPY
OPASPS,put,american,2025-07-23,BATO,100,638.0,O:SPY250723P00638000,SPY
OPASPS,put,american,2025-07-23,BATO,100,639.0,O:SPY250723P00639000,SPY
OPASPS,put,american,2025-07-23,BATO,100,640.0,O:SPY250723P00640000,SPY
OPASPS,put,american,2025-07-23,BATO,100,641.0,O:SPY250723P00641000,SPY
OPASPS,put,american,2025-07-23,BATO,100,642.0,O:SPY250723P00642000,SPY
OPASPS,put,american,2025-07-23,BATO,100,643.0,O:SPY250723P00643000,SPY
OPASPS,put,american,2025-07-23,BATO,100,644.0,O:SPY250723P00644000,SPY
OPASPS,put,american,2025-07-23,BATO,100,645.0,O:SPY250723P00645000,SPY
OPASPS,put,american,2025-07-23,BATO,100,646.0,O:SPY250723P00646000,SPY
OPASPS,put,american,2025-07-23,BATO,100,647.0,O:SPY250723P00647000,SPY
OPASPS,put,american,2025-07-23,BATO,100,648.0,O:SPY250723P00648000,SPY
OPASPS,put,american,2025-07-23,BATO,100,649.0,O:SPY250723P00649000,SPY
OPASPS,put,american,2025-07-23,BATO,100,650.0,O:SPY250723P00650000,SPY
OPASPS,put,american,2025-07-23,BATO,100,655.0,O:SPY250723P00655000,SPY
OPASPS,put,american,2025-07-23,BATO,100,660.0,O:SPY250723P00660000,SPY
OPASPS,put,american,2025-07-23,BATO,100,665.0,O:SPY250723P00665000,SPY
OPASPS,put,american,2025-07-23,BATO,100,670.0,O:SPY250723P00670000,SPY
OPASPS,put,american,2025-07-23,BATO,100,675.0,O:SPY250723P00675000,SPY
OPASPS,put,american,2025-07-23,BATO,100,680.0,O:SPY250723P00680000,SPY
OPASPS,put,american,2025-07-23,BATO,100,685.0,O:SPY250723P00685000,SPY
OPASPS,put,american,2025-07-23,BATO,100,690.0,O:SPY250723P00690000,SPY
OPASPS,put,american,2025-07-23,BATO,100,695.0,O:SPY250723P00695000,SPY
OPASPS,put,american,2025-07-23,BATO,100,700.0,O:SPY250723P00700000,SPY
OPASPS,put,american,2025-07-23,BATO,100,705.0,O:SPY250723P00705000,SPY
OPASPS,put,american,2025-07-23,BATO,100,710.0,O:SPY250723P00710000,SPY
OPASPS,put,american,2025-07-23,BATO,100,715.0,O:SPY250723P00715000,SPY
OCASPS,call,american,2025-07-24,BATO,100,450.0,O:SPY250724C00450000,SPY
OCASPS,call,american,2025-07-24,BATO,100,455.0,O:SPY250724C00455000,SPY
OCASPS,call,american,2025-07-24,BATO,100,460.0,O:SPY250724C00460000,SPY
OCASPS,call,american,2025-07-24,BATO,100,465.0,O:SPY250724C00465000,SPY
OCASPS,call,american,2025-07-24,BATO,100,470.0,O:SPY250724C00470000,SPY
OCASPS,call,american,2025-07-24,BATO,100,475.0,O:SPY250724C00475000,SPY
OCASPS,call,american,2025-07-24,BATO,100,480.0,O:SPY250724C00480000,SPY
OCASPS,call,american,2025-07-24,BATO,100,485.0,O:SPY250724C00485000,SPY
OCASPS,call,american,2025-07-24,BATO,100,490.0,O:SPY250724C00490000,SPY
OCASPS,call,american,2025-07-24,BATO,100,495.0,O:SPY250724C00495000,SPY
OCASPS,call,american,2025-07-24,BATO,100,500.0,O:SPY250724C00500000,SPY
OCASPS,call,american,2025-07-24,BATO,100,505.0,O:SPY250724C00505000,SPY
OCASPS,call,american,2025-07-24,BATO,100,510.0,O:SPY250724C00510000,SPY
OCASPS,call,american,2025-07-24,BATO,100,515.0,O:SPY250724C00515000,SPY
OCASPS,call,american,2025-07-24,BATO,100,520.0,O:SPY250724C00520000,SPY
OCASPS,call,american,2025-07-24,BATO,100,525.0,O:SPY250724C00525000,SPY
OCASPS,call,american,2025-07-24,BATO,100,530.0,O:SPY250724C00530000,SPY
OCASPS,call,american,2025-07-24,BATO,100,535.0,O:SPY250724C00535000,SPY
OCASPS,call,american,2025-07-24,BATO,100,540.0,O:SPY250724C00540000,SPY
OCASPS,call,american,2025-07-24,BATO,100,545.0,O:SPY250724C00545000,SPY
OCASPS,call,american,2025-07-24,BATO,100,550.0,O:SPY250724C00550000,SPY
OCASPS,call,american,2025-07-24,BATO,100,555.0,O:SPY250724C00555000,SPY
OCASPS,call,american,2025-07-24,BATO,100,560.0,O:SPY250724C00560000,SPY
OCASPS,call,american,2025-07-24,BATO,100,565.0,O:SPY250724C00565000,SPY
OCASPS,call,american,2025-07-24,BATO,100,570.0,O:SPY250724C00570000,SPY
OCASPS,call,american,2025-07-24,BATO,100,575.0,O:SPY250724C00575000,SPY
OCASPS,call,american,2025-07-24,BATO,100,580.0,O:SPY250724C00580000,SPY
OCASPS,call,american,2025-07-24,BATO,100,585.0,O:SPY250724C00585000,SPY
OCASPS,call,american,2025-07-24,BATO,100,590.0,O:SPY250724C00590000,SPY
OCASPS,call,american,2025-07-24,BATO,100,595.0,O:SPY250724C00595000,SPY
OCASPS,call,american,2025-07-24,BATO,100,596.0,O:SPY250724C00596000,SPY
OCASPS,call,american,2025-07-24,BATO,100,597.0,O:SPY250724C00597000,SPY
OCASPS,call,american,2025-07-24,BATO,100,598.0,O:SPY250724C00598000,SPY
OCASPS,call,american,2025-07-24,BATO,100,599.0,O:SPY250724C00599000,SPY
OCASPS,call,american,2025-07-24,BATO,100,600.0,O:SPY250724C00600000,SPY
OCASPS,call,american,2025-07-24,BATO,100,601.0,O:SPY250724C00601000,SPY
OCASPS,call,american,2025-07-24,BATO,100,602.0,O:SPY250724C00602000,SPY
OCASPS,call,american,2025-07-24,BATO,100,603.0,O:SPY250724C00603000,SPY
OCASPS,call,american,2025-07-24,BATO,100,604.0,O:SPY250724C00604000,SPY
OCASPS,call,american,2025-07-24,BATO,100,605.0,O:SPY250724C00605000,SPY
OCASPS,call,american,2025-07-24,BATO,100,606.0,O:SPY250724C00606000,SPY
OCASPS,call,american,2025-07-24,BATO,100,607.0,O:SPY250724C00607000,SPY
OCASPS,call,american,2025-07-24,BATO,100,608.0,O:SPY250724C00608000,SPY
OCASPS,call,american,2025-07-24,BATO,100,609.0,O:SPY250724C00609000,SPY
OCASPS,call,american,2025-07-24,BATO,100,610.0,O:SPY250724C00610000,SPY
OCASPS,call,american,2025-07-24,BATO,100,611.0,O:SPY250724C00611000,SPY
OCASPS,call,american,2025-07-24,BATO,100,612.0,O:SPY250724C00612000,SPY
OCASPS,call,american,2025-07-24,BATO,100,613.0,O:SPY250724C00613000,SPY
OCASPS,call,american,2025-07-24,BATO,100,614.0,O:SPY250724C00614000,SPY
OCASPS,call,american,2025-07-24,BATO,100,615.0,O:SPY250724C00615000,SPY
OCASPS,call,american,2025-07-24,BATO,100,616.0,O:SPY250724C00616000,SPY
OCASPS,call,american,2025-07-24,BATO,100,617.0,O:SPY250724C00617000,SPY
OCASPS,call,american,2025-07-24,BATO,100,618.0,O:SPY250724C00618000,SPY
OCASPS,call,american,2025-07-24,BATO,100,619.0,O:SPY250724C00619000,SPY
OCASPS,call,american,2025-07-24,BATO,100,620.0,O:SPY250724C00620000,SPY
OCASPS,call,american,2025-07-24,BATO,100,621.0,O:SPY250724C00621000,SPY
OCASPS,call,american,2025-07-24,BATO,100,622.0,O:SPY250724C00622000,SPY
OCASPS,call,american,2025-07-24,BATO,100,623.0,O:SPY250724C00623000,SPY
OCASPS,call,american,2025-07-24,BATO,100,624.0,O:SPY250724C00624000,SPY
OCASPS,call,american,2025-07-24,BATO,100,625.0,O:SPY250724C00625000,SPY
OCASPS,call,american,2025-07-24,BATO,100,626.0,O:SPY250724C00626000,SPY
OCASPS,call,american,2025-07-24,BATO,100,627.0,O:SPY250724C00627000,SPY
OCASPS,call,american,2025-07-24,BATO,100,628.0,O:SPY250724C00628000,SPY
OCASPS,call,american,2025-07-24,BATO,100,629.0,O:SPY250724C00629000,SPY
OCASPS,call,american,2025-07-24,BATO,100,630.0,O:SPY250724C00630000,SPY
OCASPS,call,american,2025-07-24,BATO,100,631.0,O:SPY250724C00631000,SPY
OCASPS,call,american,2025-07-24,BATO,100,632.0,O:SPY250724C00632000,SPY
OCASPS,call,american,2025-07-24,BATO,100,633.0,O:SPY250724C00633000,SPY
OCASPS,call,american,2025-07-24,BATO,100,634.0,O:SPY250724C00634000,SPY
OCASPS,call,american,2025-07-24,BATO,100,635.0,O:SPY250724C00635000,SPY
OCASPS,call,american,2025-07-24,BATO,100,636.0,O:SPY250724C00636000,SPY
OCASPS,call,american,2025-07-24,BATO,100,637.0,O:SPY250724C00637000,SPY
OCASPS,call,american,2025-07-24,BATO,100,638.0,O:SPY250724C00638000,SPY
OCASPS,call,american,2025-07-24,BATO,100,639.0,O:SPY250724C00639000,SPY
OCASPS,call,american,2025-07-24,BATO,100,640.0,O:SPY250724C00640000,SPY
